job_key,job_title,company,location,source,score,match_percent,fit_category,target_track,recommended_resume,resume_fit_level,resume_fit_score,resume_suggestions,missing_or_watch_skills,interview_focus,job_intelligence_summary,why_this_fits,resume_focus,job_intelligence_interview_focus,potential_concerns,suggested_next_action,location_status,company_bonus,company_watchlist_category,target_strength,recommendation,apply_priority,application_status,application_stage,application_date,resume_used,cover_letter_used,recruiter_name,recruiter_email,interview_date,salary,follow_up_date,last_updated,job_link,notes,match_reasons,email_subject,email_date
strategic accounts support associate|swannies,Strategic Accounts Support Associate,Swannies,Greater Minneapolis-St. Paul Area (Remote),LinkedIn,55,55,Possible Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,55,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Data Cloud,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Strategic Accounts Support Associate at Swannies is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Review possible missing/watch skills: Data Cloud,Review only if time allows,Preferred,0,,Good Target,Review,Review if time,Not Applied,Not Applied,,,,,,,,,6/25/2026,,,"Remote, Minnesota location",Salesforce Data Cloud Specialist -Remote USA at Addison Group,2026-06-25
acquisition sales specialist - ai solutions|thomson reuters,Acquisition Sales Specialist - AI Solutions,Thomson Reuters,"Eagan, MN (Remote)",LinkedIn,55,55,Possible Match,General / Other,General Resume,Low Resume Fit,55,"Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",None flagged,Transferable skills | Customer and stakeholder communication | Problem solving,Acquisition Sales Specialist - AI Solutions at Thomson Reuters is a possible match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Review only if time allows,Preferred,0,,Standard,Review,Review if time,Not Applied,Not Applied,,General Resume,No,,,,,,2026-06-25,,,"Remote, Minnesota location",Acquisition Sales Specialist - AI Solutions at Thomson Reuters,2026-06-25
licensed insurance sales representative (remote / home-based)|allstate,Licensed Insurance Sales Representative (Remote / Home-Based),Allstate,"Minneapolis, MN (Remote)",LinkedIn,55,55,Possible Match,General / Other,General Resume,Low Resume Fit,55,"Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",None flagged,Transferable skills | Customer and stakeholder communication | Problem solving,Licensed Insurance Sales Representative (Remote / Home-Based) at Allstate is a possible match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Review only if time allows,Preferred,0,,Standard,Review,Review if time,Not Applied,Not Applied,,General Resume,No,,,,,,2026-06-25,,,"Remote, Minnesota location",Acquisition Sales Specialist - AI Solutions at Thomson Reuters,2026-06-25
affordability analysti|medica,Affordability Analyst III,Medica,"Hopkins, MN",LinkedIn,55,55,Possible Match,Business Analyst,Business Analyst Resume,Low Resume Fit,55,"Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",None flagged,Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,"Affordability Analyst III at Medica is a possible match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement Company is flagged as Target Company","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement | Company is flagged as Target Company","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review only if time allows,Preferred,20,Target Company,Strong Target,Review,Review if time,Not Applied,Not Applied,,,,,,,,,6/25/2026,,,"analyst, Minnesota location, Target Company: Medica",Business Analyst at On-Demand Group: up to $56/hour,2026-06-24
remote inside sales representative|liberty mutual insurance,Remote Inside Sales Representative,Liberty Mutual Insurance,"Minneapolis, MN",LinkedIn,55,55,Possible Match,General / Other,General Resume,Low Resume Fit,55,"Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",None flagged,Transferable skills | Customer and stakeholder communication | Problem solving,Remote Inside Sales Representative at Liberty Mutual Insurance is a possible match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Review only if time allows,Preferred,0,,Standard,Review,Review if time,Not Applied,Not Applied,,,,,,,,,6/25/2026,,,"Remote, Minnesota location",Remote Inside Sales Representative at Liberty Mutual: up to $75K/year,2026-06-24
title business anaylst|homeservices of america,Title Business Anaylst,HomeServices of America,"Eden Prairie, MN (Remote)",LinkedIn,55,55,Possible Match,Data / Reporting,Business Analytics Resume,Low Resume Fit,55,"Use the Business Analytics resume | Highlight Excel, dashboards, reporting, Tableau, and analytics coursework | Show how reports helped decision making",None flagged,Excel analysis | Dashboard design | Data storytelling | SQL/SOQL basics,"Title Business Anaylst at HomeServices of America is a possible match for the Data / Reporting track. Aligns with reporting, dashboards, Excel, Tableau, and analytics development Good opportunity to discuss data storytelling and decision support Matches preferred location/work arrangement","Aligns with reporting, dashboards, Excel, Tableau, and analytics development | Good opportunity to discuss data storytelling and decision support | Matches preferred location/work arrangement","Use Business Analytics Resume. Focus on: Use the Business Analytics resume | Highlight Excel, dashboards, reporting, Tableau, and analytics coursework | Show how reports helped decision making",Excel analysis | Dashboard design | Data storytelling | SQL/SOQL basics,No major concerns flagged by current rules,Review only if time allows,Preferred,0,,Good Target,Review,Review if time,Not Applied,Not Applied,,,,,,,,,6/25/2026,,,"Remote, Minnesota location",Analytics Specialist at Cargill: up to $183K/year,2026-06-24
salesforce manager|techdigital group,Salesforce Manager,TechDigital Group,"Rochester, MN, United States",Google Job Alert,50,50,Possible Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,50,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce Manager at TechDigital Group is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Preferred,0,,Strong Target,Review,Review if time,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-26,,,"salesforce, Minnesota location","6 new jobs for ""salesforce admin jobs mn"" - Jun 26",2026-06-26
salesforce architect|techohana,Salesforce Architect,TECHOHANA,"Bloomington, MN, United States",Google Job Alert,50,50,Possible Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,50,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce Architect at TECHOHANA is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Preferred,0,,Strong Target,Review,Review if time,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-26,,,"salesforce, Minnesota location","6 new jobs for ""salesforce admin jobs mn"" - Jun 26",2026-06-26
salesforce solution architect|demand chain,Salesforce Solution Architect,Demand Chain,"Plymouth, MN, United States",Google Job Alert,50,50,Possible Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,50,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce Solution Architect at Demand Chain is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Preferred,0,,Strong Target,Review,Review if time,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-26,,,"salesforce, Minnesota location","6 new jobs for ""salesforce admin jobs mn"" - Jun 26",2026-06-26
"salesforce.com, inc.|st paul, mn, united states","salesforce.com, inc.","St Paul, MN, United States",via Learn4Good,Google Job Alert,50,50,Possible Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,50,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"salesforce.com, inc. at St Paul, MN, United States is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Preferred,0,,Strong Target,Review,Review if time,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-26,,,"salesforce, Minnesota location","6 new jobs for ""salesforce admin jobs mn"" - Jun 26",2026-06-26
"salesforce.com, inc.|plymouth, mn, united states","salesforce.com, inc.","Plymouth, MN, United States",via Learn4Good,Google Job Alert,50,50,Possible Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,50,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"salesforce.com, inc. at Plymouth, MN, United States is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Preferred,0,,Strong Target,Review,Review if time,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-26,,,"salesforce, Minnesota location","6 new jobs for ""salesforce admin jobs mn"" - Jun 26",2026-06-26
"business process analyst, systems engineering|fivetran","Business Process Analyst, Systems Engineering",Fivetran,"Denver, CO (Hybrid)",LinkedIn,50,50,Possible Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,50,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Business Process Analyst, Systems Engineering at Fivetran is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Preferred,0,,Strong Target,Review,Review if time,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-25,,,"analyst, Hybrid",Sales Operations Analyst / Salesforce / AI at Motion Recruitment,2026-06-25
salesforce system administrator|banner engineering,Salesforce System Administrator,Banner Engineering,"Plymouth, MN, United States",Google Job Alert,50,50,Possible Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,50,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce System Administrator at Banner Engineering is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Preferred,0,,Strong Target,Review,Review if time,Not Applied,Not Applied,,,,,,,,,6/25/2026,,,"salesforce, Minnesota location","10 new jobs for ""salesforce admin jobs mn"" - Jun 25",2026-06-25
salesforce support associate: grow toward admin certification|111 cambria company llc,Salesforce Support Associate: Grow toward Admin Certification,111 Cambria Company LLC,"Eden Prairie, MN, United States",Google Job Alert,50,50,Possible Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,50,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce Support Associate: Grow toward Admin Certification at 111 Cambria Company LLC is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Preferred,0,,Strong Target,Review,Review if time,Not Applied,Not Applied,,,,,,,,,6/25/2026,,,"salesforce, Minnesota location","10 new jobs for ""salesforce admin jobs mn"" - Jun 25",2026-06-25
salesforce system admin|ethereum technologies llc,Salesforce System Admin,ETHEREUM TECHNOLOGIES LLC,"Minneapolis, MN, United States",Google Job Alert,50,50,Possible Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,50,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce System Admin at ETHEREUM TECHNOLOGIES LLC is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Preferred,0,,Strong Target,Review,Review if time,Not Applied,Not Applied,,,,,,,,,6/25/2026,,,"salesforce, Minnesota location","10 new jobs for ""salesforce admin jobs mn"" - Jun 25",2026-06-25
"product owner - salesforce cpq, qtc process and retail industry is must|smart it frame llc","Product Owner - Salesforce CPQ, QTC process and retail industry is must",Smart IT Frame LLC,"Minneapolis, MN (On-site)",LinkedIn,50,50,Possible Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,50,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Cpq,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Product Owner - Salesforce CPQ, QTC process and retail industry is must at Smart IT Frame LLC is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Review possible missing/watch skills: Cpq,Review only if time allows,Preferred,0,,Strong Target,Review,Review if time,Not Applied,Not Applied,,,,,,,,,6/25/2026,,,"salesforce, Minnesota location",Salesforce Administrator at TriCom Technical Services,2026-06-25
