job_key,job_title,company,location,source,score,match_percent,fit_category,target_track,recommended_resume,resume_fit_level,resume_fit_score,resume_suggestions,missing_or_watch_skills,interview_focus,job_intelligence_summary,why_this_fits,resume_focus,job_intelligence_interview_focus,potential_concerns,suggested_next_action,location_status,company_bonus,company_watchlist_category,target_strength,recommendation,apply_priority,application_status,application_stage,application_date,resume_used,cover_letter_used,recruiter_name,recruiter_email,interview_date,salary,follow_up_date,last_updated,job_link,apply_link_source,email_link_count,notes,match_reasons,email_subject,email_date
salesforce administrator|vultr,Salesforce Administrator,Vultr,United States,LinkedIn,125,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Excellent Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce Administrator at Vultr is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce administrator, salesforce admin, salesforce",Domonique: your job alert for Crm Administrator in Greater Minneapolis-St. Paul Area has been created,2026-06-25
salesforce administrator / junior developer|corpay,Salesforce Administrator / Junior Developer,Corpay,United States,LinkedIn,125,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Excellent Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce Administrator / Junior Developer at Corpay is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce administrator, salesforce admin, salesforce",Domonique: your job alert for Crm Administrator in Greater Minneapolis-St. Paul Area has been created,2026-06-25
sales operations analyst|thermo fisher scientific,Sales Operations Analyst II,Thermo Fisher Scientific,"Texas, United States",LinkedIn,125,100,Excellent Match,Sales Ops / RevOps,Sales Ops / RevOps Resume,Excellent Resume Fit,100,"Use the Sales Ops / RevOps resume | Highlight sales operations, CRM, reporting, and process improvement | Connect sales background to operational reporting and pipeline support",None flagged,Pipeline reporting | Sales process improvement | CRM data quality | Stakeholder support,"Sales Operations Analyst II at Thermo Fisher Scientific is a excellent match for the Sales Ops / RevOps track. Aligns with sales operations, CRM reporting, and pipeline support experience Strong bridge between sales background and technical CRM skills Matches preferred location/work arrangement Company is flagged as Target Company","Aligns with sales operations, CRM reporting, and pipeline support experience | Strong bridge between sales background and technical CRM skills | Matches preferred location/work arrangement | Company is flagged as Target Company","Use Sales Ops / RevOps Resume. Focus on: Use the Sales Ops / RevOps resume | Highlight sales operations, CRM, reporting, and process improvement | Connect sales background to operational reporting and pipeline support",Pipeline reporting | Sales process improvement | CRM data quality | Stakeholder support,No major concerns flagged by current rules,Prioritize for application,Preferred,20,Target Company,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"analyst, operations analyst, operations, sales operations, Target Company: Thermo Fisher",Domonique: your job alert for Sales Operations Analyst in United States has been created,2026-06-25
salesforce administrator|atlas crane service llc,Salesforce Administrator,Atlas Crane Service LLC,United States,LinkedIn,125,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Excellent Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce Administrator at Atlas Crane Service LLC is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce administrator, salesforce admin, salesforce",Domonique: your job alert for Salesforce Administrator Remote in United States has been created,2026-06-24
salesforce admin jobs remote|work from home,Salesforce admin jobs remote,Work from home,Logo,Google Job Alert,120,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Excellent Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce admin jobs remote at Work from home is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce admin, salesforce, Remote","10 new jobs for ""salesforce admin jobs remote "" - Jun 25",2026-06-25
senior salesforce admin — health cloud lead; remote|behavioral health practice services llc.,Senior Salesforce Admin — Health Cloud Lead; Remote,BEHAVIORAL HEALTH PRACTICE SERVICES LLC.,"Kahului, HI, United States",Google Job Alert,120,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Excellent Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Senior Salesforce Admin — Health Cloud Lead; Remote at BEHAVIORAL HEALTH PRACTICE SERVICES LLC. is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-25,,No link found,0,,"salesforce admin, salesforce, Remote","10 new jobs for ""salesforce admin jobs remote "" - Jun 25",2026-06-25
"[remote] principal platform engineer (lead salesforce admin) job details ||aflac, incorporated",[Remote] Principal Platform Engineer (Lead Salesforce Admin) Job Details |,"Aflac, Incorporated",2.halvolink,Google Job Alert,120,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Excellent Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"[Remote] Principal Platform Engineer (Lead Salesforce Admin) Job Details | at Aflac, Incorporated is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-25,,No link found,0,,"salesforce admin, salesforce, Remote","10 new jobs for ""salesforce admin jobs remote "" - Jun 25",2026-06-25
salesforce admin – united states – remote|hirevista,Salesforce Admin – United States – Remote,hirevista,South Africa,Google Job Alert,120,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Excellent Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce Admin – United States – Remote at hirevista is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-25,,No link found,0,,"salesforce admin, salesforce, Remote","10 new jobs for ""crm administrator remote "" - Jun 25",2026-06-25
global salesforce admin & bi reporting lead|banner engineering,Global Salesforce Admin & BI Reporting Lead,Banner Engineering,"Minneapolis, MN, United States",Google Job Alert,120,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Excellent Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Global Salesforce Admin & BI Reporting Lead at Banner Engineering is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce admin, salesforce, reporting, Minnesota location","10 new jobs for ""salesforce admin jobs mn"" - Jun 25",2026-06-25
salesforce admin – united states – remote|gfgg it solutions,Salesforce Admin – United States – Remote,GFGG IT Solutions,United States,Google Job Alert,120,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Excellent Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce Admin – United States – Remote at GFGG IT Solutions is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce admin, salesforce, Remote","10 new jobs for ""salesforce admin jobs remote "" - Jun 24",2026-06-24
revenue ops salesforce admin | remote & flexible hours|monetizemore,Revenue Ops Salesforce Admin | Remote & Flexible Hours,MonetizeMore,via Himalayas,Google Job Alert,120,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Excellent Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Revenue Ops Salesforce Admin | Remote & Flexible Hours at MonetizeMore is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce admin, salesforce, Remote","10 new jobs for ""salesforce admin jobs remote "" - Jun 24",2026-06-24
sales operations systems analyst|swooped,Sales Operations Systems Analyst,Swooped,United States (Remote),LinkedIn,115,100,Excellent Match,Sales Ops / RevOps,Sales Ops / RevOps Resume,Strong Resume Fit,100,"Use the Sales Ops / RevOps resume | Highlight sales operations, CRM, reporting, and process improvement | Connect sales background to operational reporting and pipeline support",None flagged,Pipeline reporting | Sales process improvement | CRM data quality | Stakeholder support,"Sales Operations Systems Analyst at Swooped is a excellent match for the Sales Ops / RevOps track. Aligns with sales operations, CRM reporting, and pipeline support experience Strong bridge between sales background and technical CRM skills Matches preferred location/work arrangement","Aligns with sales operations, CRM reporting, and pipeline support experience | Strong bridge between sales background and technical CRM skills | Matches preferred location/work arrangement","Use Sales Ops / RevOps Resume. Focus on: Use the Sales Ops / RevOps resume | Highlight sales operations, CRM, reporting, and process improvement | Connect sales background to operational reporting and pipeline support",Pipeline reporting | Sales process improvement | CRM data quality | Stakeholder support,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Good Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"analyst, operations, sales operations, Remote",Sales Operations Systems Analyst at Swooped,2026-06-25
crm salesforce administrator (remote)|frontendnode-production.up.railway.app,CRM SALESFORCE ADMINISTRATOR (REMOTE),frontendnode-production.up.railway.app,France,Google Job Alert,115,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Strong Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"CRM SALESFORCE ADMINISTRATOR (REMOTE) at frontendnode-production.up.railway.app is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location appears outside the target area,Prioritize for application,Outside Target Area,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce administrator, salesforce admin, salesforce, crm, Remote, Outside target location","10 new jobs for ""salesforce admin jobs remote "" - Jun 24",2026-06-24
remote dynamics 365 crm admin & adoption specialist|asc engineered solutions,Remote Dynamics 365 CRM Admin & Adoption Specialist,ASC Engineered Solutions,"Dallas, TX, United States",Google Job Alert,115,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Strong Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Remote Dynamics 365 CRM Admin & Adoption Specialist at ASC Engineered Solutions is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"crm admin, crm, dynamics, Remote","10 new jobs for ""crm administrator remote "" - Jun 24",2026-06-24
crm administrator|university of st. thomas,CRM Administrator,University of St. Thomas,Greater Minneapolis-St. Paul Area,LinkedIn,110,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Strong Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"CRM Administrator at University of St. Thomas is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"crm administrator, crm admin, crm, Minnesota location",Domonique: your job alert for Salesforce Administrator in Greater Minneapolis-St. Paul Area has been created,2026-06-25
dynamics crm administrator|asc engineered solutions,Dynamics CRM Administrator,ASC Engineered Solutions,via Ladders,Google Job Alert,110,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Strong Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Dynamics CRM Administrator at ASC Engineered Solutions is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location may need manual review,Prioritize for application,Unknown,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"crm administrator, crm admin, crm, dynamics","10 new jobs for ""crm administrator remote "" - Jun 24",2026-06-24
operations analyst|optomi,Operations Analyst,Optomi,United States (Remote),LinkedIn,110,100,Excellent Match,Operations / Supply Chain,Operations / Supply Chain Resume,Strong Resume Fit,100,"Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",None flagged,Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,"Operations Analyst at Optomi is a excellent match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"analyst, operations analyst, operations, Remote",Operations Analyst at Optomi,2026-06-24
operations analyst|catalyst power holdings llc,Operations Analyst,Catalyst Power Holdings LLC,United States (Remote),LinkedIn,110,100,Excellent Match,Operations / Supply Chain,Operations / Supply Chain Resume,Strong Resume Fit,100,"Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",None flagged,Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,"Operations Analyst at Catalyst Power Holdings LLC is a excellent match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"analyst, operations analyst, operations, Remote",Operations Analyst at Optomi,2026-06-24
salesforce business analyst mn|minnesota,Salesforce business analyst mn,Minnesota,Logo,Google Job Alert,105,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Strong Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce business analyst mn at Minnesota is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce, business analyst, analyst, Minnesota location","4 new jobs for ""salesforce business analyst mn "" - Jun 25",2026-06-25
salesforce business analyst|hollstadt consulting,Salesforce Business Analyst,Hollstadt Consulting,"Brooklyn Park, MN, United States",Google Job Alert,105,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Strong Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce Business Analyst at Hollstadt Consulting is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Prioritize for application,Preferred,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-25,,No link found,0,,"salesforce, business analyst, analyst, Minnesota location","4 new jobs for ""salesforce business analyst mn "" - Jun 25",2026-06-25
revenue operations analyst|auris,Revenue Operations Analyst,Auris,"Oklahoma City, OK",LinkedIn,105,100,Excellent Match,Salesforce / CRM,Salesforce Resume,Strong Resume Fit,100,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Revenue Operations Analyst at Auris is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location may need manual review,Prioritize for application,Unknown,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-25,,No link found,0,,"analyst, operations analyst, operations, revenue operations","“Salesforce Administrator
CRM…”: Informativ - Revenue Operations Analyst (RevOps) – Salesforce posted on 6/24/26",2026-06-25
